"TOA5","Potchefstroom","CR1000X","12345","CR1000X.Std.13.02","CPU:StratusDemo.CR1X","51201","WeatherData"
"TIMESTAMP","RECORD","AirTC_Avg","RH","DewPt_Avg","BP_mbar_Avg","WS_ms_Avg","WS_Max","WSpd_Min","WindDir","Wind_Dir_SD1_WVT","SlrW_Avg","SlrMJ_Tot","UV_Index_Avg","Rain_mm_Tot","SoilTC_Avg","VWC_Avg","Visibility_km","PM2_5_Avg","PM10_Avg","Lightning_Tot","LightningDist","LightningEnergy","BattV_Avg","PTemp_C_Avg","MPPT_SolV_Avg","MPPT_SolI_Avg","MPPT_SolP_Avg","MPPT_BatV_Avg","MPPT_LdV_Avg","MPPT_LdI_Avg","SolarCharger_BoardTemp_1_Avg"
"2026-08-13 10:35:00","358","21.50","55.9","12.32","864.87","2.42","3.95","1.61","62.7","14.7","589.6","0.1769","6.5","0.00","16.07","0.1867","28.2","11.8","23.7","182","NAN","NAN","14.163","28.57","19.26","2.94","56.6","14.163","14.04","0.32","26.82"
"2026-08-13 10:40:00","359","22.07","54.8","12.56","864.93","2.18","3.78","1.18","62.4","11.0","616.6","0.1850","6.9","0.00","16.13","0.1866","26.3","13.9","26.1","182","NAN","NAN","14.203","28.10","19.17","2.88","55.2","14.203","14.14","0.23","27.94"
"2026-08-13 10:45:00","360","21.77","56.0","12.62","864.81","2.55","4.13","1.86","62.1","10.8","604.9","0.1815","6.7","0.00","16.20","0.1864","27.5","11.6","26.4","182","NAN","NAN","14.181","28.63","19.70","3.02","59.5","14.181","14.10","0.30","27.73"
"2026-08-13 10:50:00","361","22.55","55.5","13.19","864.76","2.19","3.40","1.55","61.8","11.4","652.4","0.1957","7.3","0.00","16.27","0.1863","25.2","12.1","23.7","182","NAN","NAN","14.231","29.40","19.34","3.19","61.7","14.231","14.11","0.20","28.12"
"2026-08-13 10:55:00","362","22.20","57.4","13.38","864.85","2.64","4.53","1.45","61.5","9.6","620.3","0.1861","6.9","0.00","16.33","0.1862","24.8","13.2","28.8","182","NAN","NAN","14.214","28.78","19.49","2.92","56.9","14.214","14.08","0.12","27.59"
"2026-08-13 11:00:00","363","22.59","52.6","12.42","864.73","2.79","4.56","1.84","61.3","11.5","624.6","0.1874","7.0","0.00","16.40","0.1861","24.2","13.9","31.4","182","NAN","NAN","14.186","29.37","19.59","3.09","60.5","14.186","14.07","0.13","28.33"
"2026-08-13 11:05:00","364","22.76","53.5","12.84","864.52","2.92","4.37","1.86","61.0","17.2","607.1","0.1821","6.8","0.00","16.47","0.1859","23.1","13.3","28.3","182","NAN","NAN","14.190","29.75","19.54","2.89","56.5","14.190","14.09","0.34","28.65"
"2026-08-13 11:10:00","365","22.85","52.2","12.53","864.65","3.12","4.79","1.51","60.7","10.5","636.6","0.1910","7.1","0.00","16.54","0.1858","26.6","12.4","26.1","182","NAN","NAN","14.225","28.92","19.98","2.94","58.7","14.225","14.13","0.12","28.44"
"2026-08-13 11:15:00","366","23.08","53.5","13.13","864.67","3.03","5.29","1.37","60.4","12.5","618.3","0.1855","6.9","0.00","16.60","0.1857","26.0","11.5","26.7","182","NAN","NAN","14.193","30.15","19.24","2.85","54.8","14.193","14.14","0.27","28.17"
"2026-08-13 11:20:00","367","23.04","52.3","12.74","864.43","2.66","3.95","1.22","60.1","12.2","623.4","0.1870","6.9","0.00","16.67","0.1856","27.0","14.9","25.4","182","NAN","NAN","14.192","30.06","19.81","3.15","62.4","14.192","14.07","0.14","28.86"
"2026-08-13 11:25:00","368","23.06","52.2","12.75","864.45","2.86","4.47","1.70","59.9","16.5","652.0","0.1956","7.3","0.00","16.74","0.1854","28.2","13.8","24.2","182","NAN","NAN","14.249","29.82","19.67","3.09","60.8","14.249","14.13","0.25","28.59"
"2026-08-13 11:30:00","369","23.09","52.2","12.76","864.37","3.06","4.31","1.61","59.6","10.9","632.1","0.1896","7.0","0.00","16.81","0.1853","26.3","13.0","24.9","182","NAN","NAN","14.229","29.85","19.58","3.12","61.1","14.229","14.11","0.21","28.55"
"2026-08-13 11:35:00","370","23.92","48.9","12.54","864.46","2.57","3.48","1.60","59.3","14.8","667.7","0.2003","7.5","0.00","16.88","0.1852","20.2","13.8","32.4","182","NAN","NAN","14.255","29.87","20.02","3.15","63.1","14.255","14.16","0.16","29.27"
"2026-08-13 11:40:00","371","23.66","49.3","12.43","864.48","3.42","5.92","2.05","59.0","9.1","643.9","0.1932","7.2","0.00","16.95","0.1850","23.1","13.3","28.0","182","NAN","NAN","14.244","30.51","19.30","3.27","63.1","14.244","14.11","0.26","29.42"
"2026-08-13 11:45:00","372","24.02","48.6","12.52","864.45","2.74","4.57","1.75","58.7","17.1","647.6","0.1943","7.2","0.00","17.02","0.1849","26.6","12.5","27.0","182","NAN","NAN","14.237","30.07","19.89","3.04","60.5","14.237","14.11","0.26","29.13"
"2026-08-13 11:50:00","373","23.72","49.2","12.45","864.47","3.33","5.19","2.02","58.4","16.3","665.0","0.1995","7.4","0.00","17.09","0.1848","26.4","14.3","26.8","182","NAN","NAN","14.263","30.08","19.38","3.13","60.7","14.263","14.17","0.18","29.53"
"2026-08-13 11:55:00","374","24.59","48.4","12.99","864.34","3.55","5.93","1.89","58.1","7.2","688.6","0.2066","7.7","0.00","17.16","0.1846","28.8","10.5","20.8","182","NAN","NAN","14.278","31.23","20.00","3.28","65.6","14.278","14.17","0.34","30.11"
"2026-08-13 12:00:00","375","23.99","51.1","13.27","864.17","3.34","4.81","2.14","57.9","8.2","659.9","0.1980","7.4","0.00","17.23","0.1845","21.8","13.4","30.7","182","NAN","NAN","14.257","29.98","20.07","3.32","66.6","14.257","14.16","0.26","29.08"
"2026-08-13 12:05:00","376","24.02","50.7","13.18","864.28","2.89","4.97","1.45","57.6","16.5","654.5","0.1964","7.3","0.00","17.30","0.1844","25.1","14.4","30.1","182","NAN","NAN","14.247","30.41","19.39","3.25","63.0","14.247","14.10","0.27","29.46"
"2026-08-13 12:10:00","377","24.53","50.1","13.45","864.11","3.21","5.44","1.52","57.3","13.8","668.7","0.2006","7.5","0.00","17.37","0.1842","27.0","11.2","24.8","182","NAN","NAN","14.256","30.60","19.90","3.12","62.1","14.256","14.14","0.15","30.23"
"2026-08-13 12:15:00","378","24.73","47.7","12.88","864.10","3.60","5.02","2.25","57.0","12.4","660.0","0.1980","7.4","0.00","17.44","0.1841","28.4","12.4","21.5","182","NAN","NAN","14.262","30.88","19.32","3.17","61.2","14.262","14.19","0.20","30.01"
"2026-08-13 12:20:00","379","24.18","49.4","12.93","864.24","3.70","6.31","1.89","56.7","10.6","629.7","0.1889","7.0","0.00","17.51","0.1840","27.6","11.6","24.7","182","NAN","NAN","14.207","30.60","19.95","3.03","60.4","14.207","14.09","0.16","29.68"
"2026-08-13 12:25:00","380","24.80","47.8","12.97","864.08","3.52","5.43","1.77","56.4","16.3","651.1","0.1953","7.3","0.00","17.58","0.1839","25.9","10.1","22.9","182","NAN","NAN","14.249","31.61","19.45","3.13","60.9","14.249","14.18","0.26","30.20"
"2026-08-13 12:30:00","381","24.89","48.7","13.36","864.21","3.83","6.60","2.54","56.1","16.7","663.9","0.1992","7.4","0.00","17.65","0.1837","27.4","10.2","24.1","182","NAN","NAN","14.245","31.56","20.05","3.29","66.0","14.245","14.13","0.24","30.46"
"2026-08-13 12:35:00","382","24.89","47.3","12.91","864.15","3.40","4.67","1.81","55.9","11.5","623.4","0.1870","6.9","0.00","17.72","0.1836","24.1","11.1","25.9","182","NAN","NAN","14.188","31.23","19.39","3.05","59.2","14.188","14.12","0.13","30.39"
"2026-08-13 12:40:00","383","24.98","48.6","13.42","864.18","3.03","5.16","2.07","55.6","9.3","660.4","0.1981","7.4","0.00","17.78","0.1835","24.7","11.1","24.5","182","NAN","NAN","14.242","31.29","19.53","3.23","63.1","14.242","14.17","0.32","30.79"
"2026-08-13 12:45:00","384","25.21","46.1","12.80","864.26","3.74","5.64","1.95","55.3","9.5","655.3","0.1966","7.3","0.00","17.85","0.1833","29.6","9.9","22.1","182","NAN","NAN","14.256","31.15","19.61","3.25","63.7","14.256","14.11","0.28","30.51"
"2026-08-13 12:50:00","385","25.22","46.3","12.89","864.00","3.91","6.70","2.41","55.0","16.1","619.7","0.1859","6.9","0.00","17.92","0.1832","27.4","12.3","22.7","182","NAN","NAN","14.215","31.62","19.46","3.12","60.7","14.215","14.13","0.15","30.30"
"2026-08-13 12:55:00","386","25.59","47.0","13.44","864.22","3.54","5.25","2.56","54.7","7.8","656.1","0.1968","7.3","0.00","17.99","0.1831","25.4","12.4","26.3","182","NAN","NAN","14.222","32.00","19.31","3.29","63.5","14.222","14.16","0.25","31.54"
"2026-08-13 13:00:00","387","25.54","44.3","12.51","864.20","3.38","5.43","2.05","54.4","14.3","624.4","0.1873","7.0","0.00","18.06","0.1830","27.7","11.4","22.7","182","NAN","NAN","14.188","32.64","19.49","3.00","58.5","14.188","14.10","0.28","30.82"
"2026-08-13 13:05:00","388","25.14","47.6","13.22","864.05","3.91","6.33","2.30","54.1","8.1","600.9","0.1803","6.7","0.00","18.12","0.1828","25.9","13.1","22.6","182","NAN","NAN","14.187","32.01","19.42","2.87","55.7","14.187","14.04","0.19","30.64"
"2026-08-13 13:10:00","389","25.17","47.9","13.35","864.22","4.04","5.73","2.59","53.9","11.5","598.3","0.1795","6.6","0.00","18.19","0.1827","26.5","11.0","22.9","182","NAN","NAN","14.156","31.67","19.88","3.00","59.7","14.156","14.07","0.32","30.86"
"2026-08-13 13:15:00","390","25.45","43.8","12.26","864.20","3.55","6.08","1.65","53.6","13.0","586.1","0.1758","6.5","0.00","18.26","0.1826","30.2","9.7","18.3","182","NAN","NAN","14.144","32.02","19.37","2.94","56.9","14.144","14.08","0.21","30.75"
"2026-08-13 13:20:00","391","25.29","46.3","12.95","864.24","3.87","6.21","2.01","53.3","13.6","593.7","0.1781","6.6","0.00","18.32","0.1825","25.6","12.4","23.3","182","NAN","NAN","14.151","32.31","19.65","2.92","57.4","14.151","14.08","0.28","30.82"
"2026-08-13 13:25:00","392","25.68","45.4","12.99","864.30","3.56","6.13","1.84","53.0","9.8","620.4","0.1861","6.9","0.00","18.39","0.1824","30.3","9.0","20.6","182","NAN","NAN","14.202","32.14","19.71","2.98","58.7","14.202","14.10","0.13","31.32"
"2026-08-13 13:30:00","393","25.60","45.4","12.91","864.11","3.58","5.49","2.28","52.7","14.8","601.9","0.1806","6.7","0.00","18.45","0.1822","28.5","10.6","19.8","182","NAN","NAN","14.196","32.49","19.81","2.77","54.9","14.196","14.05","0.15","31.45"
"2026-08-13 13:35:00","394","26.21","43.3","12.74","864.06","3.76","6.03","2.77","52.4","14.5","605.2","0.1816","6.7","0.00","18.52","0.1821","25.2","11.3","25.8","182","NAN","NAN","14.163","32.59","19.21","2.83","54.4","14.163","14.01","0.27","31.72"
"2026-08-13 13:40:00","395","25.81","45.2","13.04","864.34","3.78","6.61","2.60","52.1","8.8","594.8","0.1784","6.6","0.00","18.58","0.1820","27.6","9.6","21.5","182","NAN","NAN","14.156","32.09","19.62","2.87","56.3","14.156","14.05","0.21","31.27"
"2026-08-13 13:45:00","396","25.80","43.6","12.50","864.32","3.63","6.05","2.02","51.9","8.7","555.2","0.1666","6.1","0.00","18.64","0.1819","29.2","9.8","22.8","182","NAN","NAN","14.111","32.02","18.98","2.59","49.2","14.111","13.97","0.30","31.04"
"2026-08-13 13:50:00","397","26.08","44.4","13.01","864.22","4.16","6.66","2.10","51.6","8.0","545.7","0.1637","6.0","0.00","18.71","0.1818","29.8","11.7","21.6","182","NAN","NAN","14.117","32.21","19.33","2.62","50.6","14.117","13.99","0.29","31.35"
"2026-08-13 13:55:00","398","25.94","44.9","13.06","864.24","3.93","6.25","2.05","51.3","11.7","546.6","0.1640","6.0","0.00","18.77","0.1817","29.3","9.6","21.6","182","NAN","NAN","14.122","32.36","19.72","2.76","54.4","14.122","13.99","0.33","31.78"
"2026-08-13 14:00:00","399","26.09","42.7","12.42","864.17","4.20","6.20","2.06","51.0","8.4","537.9","0.1614","5.9","0.00","18.83","0.1816","27.5","11.5","21.3","182","NAN","NAN","14.110","32.63","19.41","2.70","52.4","14.110","14.02","0.13","31.16"
"2026-08-13 14:05:00","400","26.00","45.2","13.21","864.42","3.47","5.50","2.42","50.7","12.5","523.5","0.1571","5.8","0.00","18.89","0.1814","32.3","9.9","17.1","182","NAN","NAN","14.091","32.99","19.49","2.41","47.0","14.091","14.00","0.31","31.50"
"2026-08-13 14:10:00","401","25.70","44.2","12.60","864.22","4.01","5.63","2.03","50.4","15.0","506.3","0.1519","5.6","0.00","18.95","0.1813","27.0","11.1","25.1","182","NAN","NAN","14.074","32.54","19.22","2.41","46.3","14.074","13.97","0.23","31.15"
"2026-08-13 14:15:00","402","26.07","42.3","12.28","864.29","4.28","5.93","2.35","50.1","8.4","513.9","0.1542","5.7","0.00","19.01","0.1812","32.4","7.5","14.5","182","NAN","NAN","14.076","32.10","19.40","2.46","47.7","14.076","13.96","0.23","31.50"
"2026-08-13 14:20:00","403","26.38","44.0","13.15","864.26","3.64","5.69","1.83","49.9","14.0","516.5","0.1549","5.7","0.00","19.06","0.1811","25.2","13.1","25.7","182","NAN","NAN","14.067","32.34","19.36","2.45","47.4","14.067","13.95","0.33","32.24"
"2026-08-13 14:25:00","404","26.08","42.7","12.43","864.47","4.09","5.83","2.08","49.6","15.6","490.5","0.1471","5.4","0.00","19.12","0.1810","31.0","9.0","16.3","182","NAN","NAN","14.033","32.21","19.52","2.36","46.1","14.033","13.94","0.27","31.89"
"2026-08-13 14:30:00","405","25.89","44.8","12.97","864.49","3.72","5.65","1.81","49.3","9.8","482.2","0.1447","5.3","0.00","19.18","0.1809","25.1","11.6","25.3","182","NAN","NAN","14.049","32.90","19.24","2.34","45.0","14.049","13.92","0.31","31.25"
"2026-08-13 14:35:00","406","26.28","44.0","13.07","864.61","4.15","5.84","2.30","49.0","15.8","478.5","0.1436","5.3","0.00","19.23","0.1809","34.0","8.2","14.3","182","NAN","NAN","14.049","33.32","19.20","2.28","43.8","14.049","13.97","0.27","31.87"
"2026-08-13 14:40:00","407","26.23","42.8","12.60","864.58","3.62","5.85","1.70","48.7","14.8","485.6","0.1457","5.3","0.00","19.29","0.1808","23.3","13.7","32.7","182","NAN","NAN","14.048","32.37","19.09","2.23","42.6","14.048","13.97","0.19","31.87"
"2026-08-13 14:45:00","408","26.25","43.8","12.95","864.55","4.24","7.28","3.03","48.5","15.3","465.6","0.1397","5.1","0.00","19.34","0.1807","26.2","9.7","22.3","182","NAN","NAN","14.043","32.43","18.94","2.28","43.2","14.043","13.91","0.29","31.77"
"2026-08-13 14:50:00","409","26.55","41.8","12.54","864.53","4.02","6.81","2.89","48.2","8.7","451.2","0.1354","4.9","0.00","19.39","0.1806","25.1","12.1","28.7","182","NAN","NAN","14.001","33.57","18.94","2.24","42.4","14.001","13.87","0.17","32.19"
"2026-08-13 14:55:00","410","26.43","43.8","13.12","864.67","3.61","5.29","2.56","47.9","17.4","455.7","0.1367","5.0","0.00","19.44","0.1805","26.4","10.1","22.6","182","NAN","NAN","14.031","33.18","18.69","2.09","39.1","14.031","13.92","0.13","31.72"
"2026-08-13 15:00:00","411","26.44","44.3","13.32","864.81","4.04","5.63","1.93","47.6","9.2","440.2","0.1320","4.8","0.00","19.49","0.1804","26.1","10.8","22.4","182","NAN","NAN","13.997","32.60","19.25","2.18","42.0","13.997","13.86","0.30","31.73"
"2026-08-13 15:05:00","412","26.27","43.0","12.68","864.64","3.77","6.26","1.88","47.3","11.1","411.1","0.1233","4.5","0.00","19.54","0.1803","25.7","13.4","27.7","182","NAN","NAN","13.982","32.32","18.99","1.98","37.6","13.982","13.87","0.24","31.39"
"2026-08-13 15:10:00","413","26.32","44.5","13.28","864.89","3.54","5.14","2.06","47.1","8.5","417.4","0.1252","4.6","0.00","19.59","0.1802","23.8","13.1","27.8","182","NAN","NAN","13.971","33.02","19.28","1.99","38.4","13.971","13.92","0.15","31.98"
"2026-08-13 15:15:00","414","26.16","43.6","12.83","864.91","3.82","5.31","2.59","46.8","12.5","388.4","0.1165","4.2","0.00","19.63","0.1801","31.1","8.9","19.6","182","NAN","NAN","13.918","32.33","18.78","1.91","35.9","13.918","13.86","0.13","31.36"
"2026-08-13 15:20:00","415","26.29","43.3","12.82","864.82","3.54","5.56","1.98","46.5","17.8","393.2","0.1180","4.3","0.00","19.68","0.1801","26.9","10.9","23.9","182","NAN","NAN","13.932","32.36","19.16","1.97","37.7","13.932","13.81","0.32","31.87"
"2026-08-13 15:25:00","416","26.19","43.6","12.84","865.00","4.38","6.77","3.16","46.2","11.5","372.6","0.1118","4.0","0.00","19.72","0.1800","27.8","10.8","22.7","182","NAN","NAN","13.905","33.27","19.00","1.87","35.5","13.905","13.85","0.24","31.88"
"2026-08-13 15:30:00","417","25.89","44.3","12.80","864.91","3.95","5.41","2.48","45.9","9.7","354.4","0.1063","3.8","0.00","19.77","0.1799","24.4","12.5","28.4","182","NAN","NAN","13.903","31.92","18.87","1.86","35.1","13.903","13.76","0.26","31.29"
"2026-08-13 15:35:00","418","26.04","44.9","13.16","865.01","3.79","5.73","2.33","45.7","13.0","330.0","0.0990","3.6","0.00","19.81","0.1799","29.2","8.5","16.5","182","NAN","NAN","13.874","32.58","18.69","1.56","29.2","13.874","13.78","0.25","31.27"
"2026-08-13 15:40:00","419","26.51","42.5","12.75","864.87","4.26","7.21","2.97","45.4","17.9","344.4","0.1033","3.7","0.00","19.85","0.1798","26.6","9.1","21.8","182","NAN","NAN","13.894","33.24","18.90","1.69","31.9","13.894","13.82","0.18","32.03"
"2026-08-13 15:45:00","420","26.23","42.4","12.44","865.13","3.49","4.81","2.11","45.1","6.7","329.6","0.0989","3.6","0.00","19.89","0.1797","26.3","11.3","24.2","182","NAN","NAN","13.880","32.62","18.88","1.48","27.9","13.880","13.78","0.13","31.56"
"2026-08-13 15:50:00","421","26.04","42.4","12.26","865.15","3.77","6.18","2.76","44.8","8.1","316.9","0.0951","3.4","0.00","19.93","0.1797","28.7","11.3","19.8","182","NAN","NAN","13.861","33.07","18.26","1.43","26.1","13.861","13.80","0.33","31.42"
"2026-08-13 15:55:00","422","26.27","44.8","13.33","865.19","3.49","5.98","2.53","44.6","16.7","294.2","0.0883","3.2","0.00","19.96","0.1796","26.4","11.5","23.3","182","NAN","NAN","13.837","27.44","18.30","1.37","25.1","13.837","13.76","0.30","27.67"
"2026-08-13 16:00:00","423","26.34","42.9","12.73","865.23","3.83","6.37","2.79","44.3","12.2","293.3","0.0880","3.1","0.00","20.00","0.1795","30.4","9.2","17.4","182","NAN","NAN","13.813","27.12","18.41","1.45","26.7","13.813","13.72","0.16","27.17"
"2026-08-13 16:05:00","424","26.02","42.6","12.33","865.25","3.89","5.81","2.08","44.0","12.2","276.4","0.0829","3.0","0.00","20.03","0.1795","28.4","10.0","23.3","182","NAN","NAN","13.829","27.41","18.61","1.28","23.8","13.829","13.72","0.15","26.96"
"2026-08-13 16:10:00","425","26.01","44.3","12.93","865.25","4.14","5.80","2.14","43.7","8.0","252.3","0.0757","2.7","0.00","20.07","0.1794","31.0","8.4","15.3","182","NAN","NAN","13.789","26.24","18.30","1.19","21.8","13.789","13.72","0.31","27.52"
"2026-08-13 16:15:00","426","26.14","42.2","12.28","865.37","3.81","5.63","2.19","43.5","15.7","242.5","0.0728","2.6","0.00","20.10","0.1794","27.0","9.6","22.8","182","NAN","NAN","13.765","27.01","18.53","1.29","23.9","13.765","13.65","0.31","27.39"
"2026-08-13 16:20:00","427","25.80","43.4","12.41","865.29","3.65","5.80","2.61","43.2","6.1","221.7","0.0665","2.3","0.00","20.13","0.1793","28.9","10.3","18.7","182","NAN","NAN","13.760","26.90","17.96","1.03","18.5","13.760","13.63","0.30","26.64"
"2026-08-13 16:25:00","428","25.54","44.6","12.61","865.49","3.87","5.58","2.65","42.9","15.1","211.2","0.0633","2.2","0.00","20.16","0.1793","30.8","8.7","17.1","182","NAN","NAN","13.757","26.93","18.24","1.13","20.6","13.757","13.65","0.15","26.89"
"2026-08-13 16:30:00","429","25.82","45.6","13.19","865.57","3.37","4.97","1.55","42.7","11.8","202.1","0.0606","2.1","0.00","20.19","0.1793","30.9","9.7","16.5","182","NAN","NAN","13.736","26.76","18.42","1.08","19.9","13.736","13.59","0.30","26.57"
"2026-08-13 16:35:00","430","25.65","46.4","13.30","865.37","4.07","6.29","2.55","42.4","15.6","185.4","0.0556","1.9","0.00","20.21","0.1792","28.0","8.9","20.1","182","NAN","NAN","13.706","26.37","18.25","0.92","16.8","13.706","13.59","0.25","26.58"
"2026-08-13 16:40:00","431","25.54","46.1","13.11","865.49","3.26","4.85","2.02","42.1","11.2","169.7","0.0509","1.8","0.00","20.24","0.1792","27.6","11.1","23.1","182","NAN","NAN","13.676","26.52","17.73","0.76","13.5","13.676","13.60","0.23","26.97"
"2026-08-13 16:45:00","432","25.91","44.6","12.92","865.59","3.70","5.95","2.06","41.9","11.1","165.6","0.0497","1.7","0.00","20.26","0.1792","22.7","13.3","30.8","182","NAN","NAN","13.670","26.90","17.68","0.86","15.2","13.670","13.54","0.16","26.88"
"2026-08-13 16:50:00","433","25.24","44.4","12.28","865.64","3.65","5.09","2.33","41.6","13.6","140.0","0.0420","1.4","0.00","20.28","0.1791","30.4","8.8","19.3","182","NAN","NAN","13.667","26.37","17.65","0.69","12.2","13.667","13.54","0.19","26.51"
"2026-08-13 16:55:00","434","25.64","43.6","12.34","865.65","3.24","5.61","2.41","41.3","13.2","135.6","0.0407","1.4","0.00","20.30","0.1791","29.6","10.4","19.0","182","NAN","NAN","13.644","25.89","18.22","0.54","9.8","13.644","13.51","0.22","27.24"
"2026-08-13 17:00:00","435","25.40","44.4","12.40","865.80","3.63","5.77","2.49","41.1","17.5","121.0","0.0363","1.2","0.00","20.32","0.1791","31.6","9.7","16.9","182","NAN","NAN","13.623","26.00","18.30","0.57","10.4","13.623","13.55","0.19","27.03"
"2026-08-13 17:05:00","436","25.35","47.7","13.45","865.78","3.50","6.03","2.58","40.8","7.0","109.2","0.0328","1.1","0.00","20.34","0.1791","28.4","13.2","22.7","182","NAN","NAN","13.616","26.15","18.18","0.38","6.9","13.616","13.51","0.27","26.95"
"2026-08-13 17:10:00","437","24.82","47.2","12.81","865.72","3.22","5.54","1.69","40.6","7.5","90.8","0.0272","0.9","0.00","20.35","0.1790","28.1","12.8","22.4","182","NAN","NAN","13.585","25.64","17.48","0.51","8.9","13.585","13.45","0.20","25.80"
"2026-08-13 17:15:00","438","25.12","47.7","13.26","865.92","3.81","5.53","2.49","40.3","6.6","79.1","0.0237","0.8","0.00","20.37","0.1790","32.4","10.0","17.4","182","NAN","NAN","13.573","26.47","17.58","0.51","9.0","13.573","13.45","0.16","25.90"
